Role,brand,total,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15
,BDO South Africa,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,
,Deloitte South Africa,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,EY South Africa,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Grant Thornton South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
,KPMG South Africa (,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Mazars South Africa,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
,PKF South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,
,PwC South Africa,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,RSM South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
,Tax Consulting South Africa,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,
,BDO South Africa,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Deloitte South Africa,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Grant Thornton South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
,KPMG South Africa (,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Mazars South Africa,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,
,PKF South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,
,PwC South Africa,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,RSM South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
,Tax Consulting South Africa,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
,Deloitte South Africa,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Expat Tax,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,
,KPMG South Africa (,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Mazars South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,
,PWC South Africa,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Tax Consulting South Africa,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Tax Shop,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
,XpatWeb,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
,AJM Tax,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
,BDO South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,
,Deloitte South Africa,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,EY South Africa,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,KPMG South Africa (,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Mazars South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
,PwC South Africa,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Tax Consulting South Africa,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Tax Shop,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,
,BDO South Africa,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Deloitte South Africa,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Grant Thornton South Africa,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,
,KPMG South Africa (,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Mazars South Africa,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
,Moore South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
,PKF South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
,PwC South Africa,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,RSM South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,
,BDO South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
,Deloitte South Africa,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
,Grant Thornton South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,
,KPMG South Africa (,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Mazars South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
,PWC South Africa,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Tax Consulting South Africa,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Tax Shop Consulting,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,BDO South Africa,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,
,Deloitte South Africa,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Grant Thornton South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,
,KPMG South Africa (,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Mazars South Africa,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
,PKF South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
,PwC South Africa,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,RSM South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
,Tax Consulting South Africa,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,
,BDO South Africa,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,
,Deloitte South Africa,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
,KPMG South Africa (,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
,Mazars South Africa,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,
,PKF South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
,PwC South Africa,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
,Tax Consulting South Africa,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,
,Capital Migrations,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,
,Financial Emigration,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
,Grant Thornton South Africa,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Intergate Immigration,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
,PWC South Africa,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,
,Rand Rescue,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
,Sable International,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Tax Consulting South Africa,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,XpatWeb,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,BDO South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
,Deloitte South Africa,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Financial Emigration,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,
,KPMG South Africa (,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Mazars South Africa,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,
,PWC South Africa,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Tax Consulting South Africa,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,XpatWeb,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
,Cashkows,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Exchange4Free,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,
,FX Capital,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,
,FinGlobal,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Incompass Financial Solutions,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
,Multinet,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
,Rand Rescue,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Sable International,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
,Tax Consulting South Africa,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,XpatWeb,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Bidvest Bank,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
,Capital Migrations,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Currencies Direct South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,Exchange4Free,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
,FX Capital,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,Financial Emigration,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Grant Thornton South Africa,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Incompass Forex,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,Intergate Immigration,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,PKF South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,Rand Rescue,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,Sable International,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Sovereign Group,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Tax Consulting South Africa,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,XpatWeb,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,BDO South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,
,Deloitte South Africa,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,
,Exceed Tax and Advisory Services,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Expatriate Tax Solutions,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,KPMG South Africa (,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
,Mazars South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
,PWC South Africa,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Tax Consulting South Africa,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,XpatWeb,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Deloitte South Africa,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
,Financial Emigration,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
,Global Tax Solutions,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,
,Intergate Immigration,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
,KPMG South Africa (,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,
,PWC South Africa,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Tax Consulting South Africa,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,XpatWeb,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,BDO South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,
,Incompass Financial Solutions,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
,Intergate Immigration,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Mazars South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
,PWC South Africa,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,SARS Tax Practitioners,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
,Tax Consulting South Africa,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Tax Shop,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,
,XpatWeb,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,BDO South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
,Deloitte South Africa,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
,Exceed Tax and Advisory Services,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,
,KPMG South Africa,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Mazars South Africa,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,PWC South Africa,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Tax Consulting South Africa,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Tax Shop,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
,Deloitte South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,
,Financial Emigration,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Intergate Immigration,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
,KPMG South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
,PWC South Africa,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Rand Rescue,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Sable International,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
,Tax Consulting South Africa,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,XPatWeb,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,
,ABSA Bank,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Bidvest Bank,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
,Currencies Direct,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
,Exchange4Free,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,
,FNB,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Investec,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,
,Mercury FX,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
,Nedbank,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Standard Bank,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Exceed CA,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Grant Thornton South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
,IBN Immigration Solutions,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,
,Intergate Immigration,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,PWC South Africa,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Sable International,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,
,Tax Consulting South Africa,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,XPatWeb,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,BDO South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,
,Deloitte South Africa,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
,Grant Thornton South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
,Intergate Immigration,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
,KPMG South Africa (,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,
,PWC South Africa,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Tax Consulting South Africa,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Xpatweb,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Capital Migration,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
,Financial Emigration,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,
,Grant Thornton South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
,Incompass Forex,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,
,Intergate Immigration,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,
,PWC South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
,Sable International,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Tax Consulting South Africa,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,XPatWeb,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,BDO South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
,Deloitte South Africa,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Grant Thornton South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
,Integritax,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,
,KPMG South Africa (,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Mazars South Africa,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,
,PWC South Africa,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Tax Consulting South Africa,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Deloitte South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
,Intergate Immigration,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,
,KPMG South Africa (,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,
,Mazars South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,
,PWC South Africa,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
,Tax Consulting South Africa,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Tax Shop,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,XpatWeb,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,BDO South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,
,Deloitte South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
,EY South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
,Exceed Tax and Advisory Services,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
,Galbraith | Rushby,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
,KPMG South Africa (,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,
,Mazars South Africa,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
,PWC South Africa,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
,Remata Tax and Accounting Services,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
,Tax Consulting South Africa,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
,Tax Leaders,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,
,Tax Shop,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
,TaxTim,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
,MDR Tax Solutions,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
,Octagon Financial Solutions,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
,ProTax,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Remedia Tax and Business Services,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Tax Consulting South Africa,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Tax Debt Solutions,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,
,Tax Leaders,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,
,Tax Risk Management Services,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Tax Shop,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,TaxMatters,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
,Baker Tilly,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
,Hobbs Sinclair,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,
,MGI Bass Gordon,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
,Mazars South Africa,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Outsourced CFO,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,
,ProTax,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Tax Consulting South Africa,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Tax Partners,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,
,Tax Shop,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,TaxLab,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
,Mazars South Africa,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
,ProTax,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Remata,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,SARS Liaison,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
,Tax Consulting South Africa,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Tax Leaders,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,
,Tax Partners,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
,Tax Shop,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,
,TaxRisk,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Hobbs Sinclair,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
